task,language,origin_query,category_path,label
QC,pl,zaa kolczyk,"jewelry & accessories,fashion jewelry,earrings,stud earrings",1
QC,ar,عجلة قيادة هيونداي,"automobiles, parts & accessories,exterior parts,exterior door handles",0
QC,pl,pokrywa paki ciężarówki,"automobiles, parts & accessories,interior parts,gauges,exhaust temperature meter",0
QC,pt,bolsas de luxo com frete grátis,"computer & office,laptop parts & accessories,laptop bags & cases",1
QC,es,asesorios para la casa,"home & garden,home decor,candles & holders,candle holders",1
QC,pt,colher de bambu,"home & garden,kitchen,dining & bar,teaware,tea scoops",1
QC,ko,로렉스 시계 ss급,"watches,watches accessories,watchbands",0
QC,it,abbigliamento y2k,"women's clothing,blazer & suits,short suits",1
QC,fr,diffuseur parfums maison,"home appliances,household appliances,small air conditioning appliances,diffuser aromatherapy",1
QC,es,pinturas para paredes casa,"home improvement,painting supplies & wall treatments,paint,interior wall paint",1
QC,pl,spodenki Muay Thai,"sports shoes,clothing&accessories,sportswear & accessories,basketball,basketball shorts",0
QC,en,sony utx b2 parts,"consumer electronics,camera & photo,camera replacement parts,camera flex cables",0
QC,de,louis vitton Damenschuhe,"shoes,women's shoes,women's boots（do not post in this category）",1
QC,ko,s24 플러스,"phones & telecommunications,mobile phones",1
QC,pt,traf zara roupas feminina 2023,"women's clothing,dresses",1
QC,pt,equalizador violão,"sports & entertainment,musical instruments,stringed instruments,violin parts & accessories",0
QC,en,alo yoga,"sports shoes,clothing&accessories,sportswear & accessories,tennis,tennis dresses",0
QC,it,kit per fare braccialetti,"jewelry & accessories,jewelry making,jewelry making kits（new）,jewelry making kits(old, obsolete)",1
QC,ja,メンズ シャツ,"men's clothing,shirts",1
QC,ko,주디돌,"beauty & health,makeup,face,bronzers & highlighters",1
QC,de,Fahrradhalterung,"sports & entertainment,cycling,bicycle accessories,bicycle bottle holder",0
QC,fr,brosse à cheveux,"home appliances,personal care appliances,electric hair brushes",1
QC,ko,무릅의자,"furniture,commercial furniture,salon furniture,barber chairs",0
QC,pt,sapato ipi feminino para trabalhar,"sports shoes,clothing&accessories,sneakers,soccer shoes",0
QC,ar,حامل بطاقات ماج سيف,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",0
QC,ja,プレス機,"industrial & business,food machine and supporting equipment,oil pressers",1
QC,pt,saidas de praia feminina luxuosa 2023,"women's clothing,swimwears,bikinis set",0
QC,fr,lumière lego technic,"toys & hobbies,building & construction toys,model building,model building kits",0
QC,en,hermes sandal,"shoes,men's shoes,men's sandals",1
QC,fr,legging moulant fesses,"women's clothing,leggings",1
QC,pt,bmw f800r accessories,"motorcycle equipments & parts,motorcycle parts,brakes & suspension,motorbike brakes",1
QC,en,display screen,"security & protection,smart card system,car parking equipment,advertising screen",1
QC,ja,シリコンモールド　サンリオ,"home & garden,arts,crafts & sewing,soap making,soap molds",1
QC,ko,방수팩,"sports & entertainment,skiing & snowboarding,skiing bags",1
QC,de,yeezy foam,"sports shoes,clothing&accessories,sneakers,basketball shoes",0
QC,ar,نوبيا فوكس برو 5G,"watches,watches accessories,watchbands",0
QC,en,north face abrigo,"beauty & health,skin care,face care,face serum",0
QC,it,ciondolo portafoto,"jewelry & accessories,fine jewelry,pendants",1
QC,it,porno,"beauty & health,sex products,sex toys,half sex doll",1
QC,fr,deutsch connector,"home improvement,electrical equipment & supplies,connectors & terminals,connectors",1
QC,ja,スーパーコピー　帽子,"apparel accessories,hats & caps,sun hats",1
QC,ko,상평통보,"home & garden,home decor,home decoration stickers & posters,wall stickers",0
QC,ar,أساور كارتييه لوف,"jewelry & accessories,fine jewelry,bracelets",1
QC,ko,후진벨,"computer & office,office electronics,telephones & accessories,pagers",0
QC,pl,peruka Harley Quinn,"hair extensions & wigs,human wigs( for black),360 lace wigs",1
QC,fr,lumiere hair official store,"hair extensions & wigs,human hair (for black),human hair weave,hair weaving",1
QC,pl,samsung s23,"phones & telecommunications,walkie talkie",0
QC,pl,CarPlay Peugeot 206,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,de,Hoodie Jacke,"men's clothing,coats & jackets,faux fur",0
QC,de,yeezy 350 boost,"sports shoes,clothing&accessories,sneakers,kids' sneakers",0
QC,ko,벤츠 e클래스 w213 매트,"automobiles, parts & accessories,interior accessories,car mat accessories,door groove mat",1
QC,pl,biżuteria Tiffany & Co. srebro 925 2023,"jewelry & accessories,fine jewelry,necklaces",1
QC,fr,manteau veste,"men's clothing,parkas",0
QC,ar,أدوات صغيرة لطيفة,"home & garden,kitchen,dining & bar,kitchen tools & gadgets,fruit & vegetable tools",1
QC,it,14 pro max,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",0
QC,ja,マグネット　ネイル,"beauty & health,nail art & tools,nail art,nail gel",1
QC,ja,210 クラウン,"automobiles, parts & accessories,car wash & maintenance,paint pen",1
QC,ja,スポンジボブ　バッグ,"luggage & bags,travel bags,travel tote",1
QC,de,jeep wrangler yj,"automobiles, parts & accessories,interior parts,interior door handles",1
QC,pt,caixa pesca joga,"sports & entertainment,fishing,fishing tackle boxes",1
QC,de,CR2450,"consumer electronics,games & accessories,replacement parts",0
QC,en,kangol,"toys & hobbies,stuffed animals & plush,movies & tv",0
QC,es,invernader,"lights & lighting,professional light,growing lights, parts & accessories,grow light parts & accessories",0
QC,ko,mesh 공유기,"computer & office,networking,routers",1
QC,ja,ボルボ　ex30,"automobiles, parts & accessories,car lights,decorative lamps & strips",1
QC,pt,cano de cuspideira,"furniture,bar furniture,bar chairs",0
QC,en,apple watch 10 46 mm,"watches,watches accessories,watchbands",0
QC,en,ariana grande perfume,"beauty & health,makeup,face,primer",0
QC,en,cushions for children,"toys & hobbies,stuffed animals & plush,stuffed & plush animals",1
QC,it,separatore dita piedi pedicure,"home appliances,personal care appliances,electronic foot file",0
QC,de,Amerikanischer Vintage Stil,"luggage & bags,wallets & holders,wallets",1
QC,de,Ford Fiesta,"automobiles, parts & accessories,exterior parts,towing & hauling",1
QC,pt,luvas de ciclismo masculino,"sports & entertainment,cycling,cycling equipment,cycling gloves",1
QC,pt,organizador de roupas de bebê,"home & garden,home storage & organization,clothing & wardrobe storage,space separation tool",1
QC,ar,جهاز تتبع GPS سينتراك,"automobiles, parts & accessories,car electronics,gps & accessories,motorcycle gps",1
QC,fr,costume halloween fille,"novelty & special use,exotic apparel,exotic costumes",0
QC,pt,som residencial,"consumer electronics,portable audio & video,speakers",1
QC,it,anelli d'oro da donna,"jewelry & accessories,fashion jewelry,rings",1
QC,de,Sylvanian Families,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stickers",1
QC,ar,إكسسوارات مكياج,"luggage & bags,special purpose bags,cosmetic bags & cases",1
QC,pt,moda plus size feminino elegante,"women's clothing,shirts & blouses,women blouse",0
QC,ja,ターボジェットブロアー,"tools,tool parts",0
QC,es,reloj niños,"watches,children's watches",1
QC,pl,włosy Ossilee,"hair extensions & wigs,human hair (for black),human hair weave,hair weaving",1
QC,pl,mamiya rb67,"toys & hobbies,remote control toys,parts & accs",0
QC,fr,sac a main femme jaune,"luggage & bags,women's handbags,hobo bags",1
QC,es,cecotec,"home appliances,kitchen appliances,microwave ovens",1
QC,it,accessori da sposa,"women's clothing,swimwears,bikinis set",0
QC,ko,우지,"men's clothing,hoodies & sweatshirts",1
QC,de,Pferderennen Spielzeug,"toys & hobbies,outdoor fun & sports,inflatable toys",1
QC,ja,夏　キッズ服,"mother & kids,children's clothing,pants,kids jumpsuits, playsuits & bodysuits",1
QC,it,goonies,"home & garden,home textile,towel/bathrobe,towel/towel set",1
QC,es,papel fotográfico para impresora,"computer & office,office electronics,printer supplies,photo paper",1
QC,pt,mini hello kitty,"toys & hobbies,stuffed animals & plush,clothing & accessories for plush stuff",1
QC,de,Zara 2034,"women's clothing,sweaters&jumpers,cardigan",1
QC,it,adesivi decorativi kpop coreano,"home & garden,home decor,home decoration stickers & posters,wall stickers",1
QC,pl,damskie spodenki sportowe,"sports & entertainment,water sports,surfing,surfing & beach shorts",1
QC,pt,vestido midi feminino,"weddings & events,special occasion dresses,celebrity dresses",1
QC,ko,진미채 튀김,"food,food&fresh（spe）",1
QC,pl,uchwyt,"sports & entertainment,cycling,bicycle parts,bicycle grips",1
QC,fr,ribe a bretelle,"women's clothing,ready-to-wear dresses",1
QC,es,inflador de aire para bicicleta,"sports & entertainment,cycling,bicycle accessories,bicycle pump",1
QC,ko,틈새 수납장,"home improvement,hardware,brackets",0
QC,it,OnePlus 7 Pro,"phones & telecommunications,mobile phone parts,mobile phone lcd screens",0
QC,de,Aufbewahrungstasche,"home & garden,home storage & organization,kitchen storage & organization,bags & baskets",1
QC,ja,延長コード　5m,"consumer electronics,accessories & parts,digital cables,audio & video cables",1
QC,de,Damenmäntel,"women's clothing,coats & jackets,quilted coats",1
QC,it,moto leggera,"motorcycle equipments & parts,motorcycle parts,lighting & indicators,motorcycle signal lamp",1
QC,en,coelux,"lights & lighting,indoor lighting,ceiling lights",1
QC,it,razer deathader,"computer & office,computer peripherals,mice & keyboards,mouse",1
QC,pl,damskie spodnie,"sports shoes,clothing&accessories,sportswear & accessories,yoga clothing,yoga pants",1
QC,ko,자석 브라켓,"automobiles, parts & accessories,interior accessories,mounts & holder,universal car bracket",1
QC,es,Vestidos de novia,"weddings & events,bespoke occasion dresses,bespoke wedding dresses",1
QC,ar,SHF مايلز موراليس,"jewelry & accessories,fashion jewelry,key chains",0
QC,fr,chaînes acier inoxydable fabrication bijou,"jewelry & accessories,fashion jewelry,necklace",0
QC,de,yeezy foam,"sports shoes,clothing&accessories,sneakers,beach & outdoor sandals",0
QC,pl,zegarki Calvin Klein,"watches,men's watches,quartz wristwatches",1
QC,ko,플라스틱 바구니,"home & garden,kitchen,dining & bar,coffeeware,espresso coffee filter baskets",0
QC,de,Gomette,"men's clothing,tops & tees,tailor-made t-shirts",0
QC,ja,kawasaki レーシング,"motorcycle equipments & parts,motorcycle accessories,luggage,bags & luggage",1
QC,pt,sext shop para homem,"beauty & health,sex products,sex toys,half sex doll",1
QC,fr,e60 accessoires,"automobiles, parts & accessories,interior accessories,car interior decor accessories,automotive interior stickers",1
QC,pl,duży dmuchany basen dla dorosłych,"sports & entertainment,entertainment,amusement park,playground",0
QC,pl,ubranka dla psa grzywacza,"home & garden,pet products,dog supplies,dog socks",1
QC,de,dx300 Akku,"consumer electronics,camera & photo,camera drones & accessories,drone batterys",1
QC,it,scarpe invernali da donna,"shoes,women's shoes,women's vulcanize shoes",1
QC,es,pumpumpurin sanrio,"office & school supplies,pens, pencils & writing supplies,ballpoint pens",1
QC,it,Golden Goose sneakers,"sports shoes,clothing&accessories,sneakers,hiking shoes",1
QC,fr,sac à main en cuir véritable femme,"luggage & bags,travel accessories,travel wallets",1
QC,fr,mini tondeuse,"home & garden,garden supplies,seed disseminators",0
QC,en,marset,"food,ready meal,soups",0
QC,de,Dekoration Ramadan 2024,"home & garden,home textile,table linen,table runner",1
QC,pl,tsubasa japonia,"women's clothing,hoodies & sweatshirts",1
QC,ja,屋内テント,"toys & hobbies,outdoor fun & sports,toy tents",1
QC,fr,perruque sans colle glueless,"hair extensions & wigs,human wigs( for black),lace closure & frontal wigs",1
QC,de,Zahnarztbedarf,"beauty & health,dental supplies,dental treatment materials,dental consumable",1
QC,ar,k5 dl3,"automobiles, parts & accessories,wear parts,windscreen wipers & parts,windscreen wipers",1
QC,es,reproductor de carro,"automobiles, parts & accessories,car electronics,car video players,car monitors",1
QC,en,m20 tank,"food,canned food,olives, capers,olives (оливки)",0
QC,ar,إكسسوارات هاتف ناثينج 2a,"phones & telecommunications accessories,mobile phone accessories,mobile phone chargers",1
QC,ko,스파클500,"automobiles, parts & accessories,interior accessories,automobile interior others,car curtains",0
QC,fr,Stitch,"mother & kids,children's clothing,t-shirts",1
QC,ar,فار فورد فوكس MK3,"automobiles, parts & accessories,car lights,signal lamp assembly,daytime running lights",0
QC,en,car. set,"toys & hobbies,play vehicles & models,railed/motor/cars/bicycles",0
QC,en,exhaust auto,"automobiles, parts & accessories,engines & engine parts,exhaust systems,mufflers",1
QC,ja,マキタ　互換,"tools,power tools,electric screwdriver",1
QC,ja,ミッキー　キッズ,"mother & kids,children's clothing,skirts",1
QC,fr,sac a mains femmes luxe 2024,"luggage & bags,women's handbags,messenger bags",1
QC,ko,브라켓,"motorcycle equipments & parts,motorcycle accessories,electronics & navigation,handlebar accessory mounts",1
QC,fr,cor au pieds,"beauty & health,massage & relaxation,foot massage instrument",1
QC,it,giocattoli per neonati 12 mesi,"toys & hobbies,pools & water fun,baby & kids' floats",1
QC,fr,camera nuit iphone,"phones & telecommunications accessories,mobile phone accessories,mobile phone lens",0
QC,ko,cp 컨퍼니,"men's clothing,coats & jackets,jackets",1
QC,pl,vegeta ultra ego,"toys & hobbies,action & toy figures,military action figures",0
